49;3;0;49
49;4;0;49
50;1;1;50
50;2;0;50
50;3;0;50
50;4;0;50
51;1;1;51
51;2;0;51
51;3;0;51
51;4;0;51
52;1;1;52
52;2;0;52
52;3;0;52
52;4;0;52
53;1;1;53
53;2;0;53
53;3;0;53
53;4;0;53
54;1;1;54
54;2;0;54
54;3;0;54
54;4;0;54
55;1;1;55
55;2;0;55
55;3;0;55
55;4;0;55
56;1;1;56
56;2;0;56
56;3;0;56
56;4;0;56
57;1;1;57
57;2;0;57
57;3;0;57
57;4;0;57
58;1;1;58
58;2;0;58
58;3;0;58
58;4;0;58
59;1;1;59
59;2;0;59
59;3;0;59
59;4;0;59
60;1;1;60
60;2;0;60
60;3;0;60
60;4;0;60
61;1;1;61
61;2;0;61
61;3;0;61
61;4;0;61
62;1;1;62
62;2;0;62
62;3;0;62
62;4;0;62
63;1;1;63
63;2;0;63
63;3;0;63
63;4;0;63
64;1;1;64
64;2;0;64
64;3;0;64
64;4;0;64
65;1;1;65
65;2;0;65
65;3;0;65
65;4;0;65
66;1;1;66
66;2;0;66
66;3;0;66
66;4;0;66
67;1;1;67
67;2;0;67
67;3;0;67
67;4;0;67
68;1;1;68
68;2;0;68
68;3;0;68
68;4;0;68
69;1;1;69
69;2;0;69
69;3;0;69
69;4;0;69
70;1;1;70
70;2;0;70
70;3;0;70
70;4;0;70
71;1;1;71
71;2;0;71
71;3;0;71
71;4;0;71
72;1;1;72
72;2;0;72
72;3;0;72
72;4;0;72
73;1;1;73
73;2;0;73
73;3;0;73
73;4;0;73
74;1;1;74
74;2;0;74
74;3;0;74
74;4;0;74
75;1;1;75
75;2;0;75
75;3;0;75
75;4;0;75
76;1;1;76
76;2;0;76
76;3;0;76
76;4;0;76
77;1;1;77
77;2;0;77
77;3;0;77
77;4;0;77
78;1;1;78
78;2;0;78
78;3;0;78
78;4;0;78
79;1;1;79
79;2;0;79
79;3;0;79
79;4;0;79
80;1;1;80
80;2;0;80
80;3;0;80
80;4;0;80
81;1;1;81
81;2;0;81
81;3;0;81
81;4;0;81
82;1;1;82
82;2;0;82
82;3;0;82
82;4;0;82
83;1;1;83
83;2;0;83
83;3;0;83
83;4;0;83
84;1;1;84
84;2;0;84
84;3;0;84
84;4;0;84
85;1;1;85
85;2;0;85
85;3;0;85
85;4;0;85
86;1;1;86
86;2;0;86
86;3;0;86
86;4;0;86
87;1;1;87
87;2;0;87
87;3;0;87
87;4;0;87
88;1;1;88
88;2;0;88
88;3;0;88
88;4;0;88
89;1;1;89
89;2;0;89
89;3;0;89
89;4;0;89
90;1;1;90
90;2;0;90
90;3;0;90
90;4;0;90
91;1;1;91
91;2;0;91
91;3;0;91
91;4;0;91
92;1;1;92
92;2;0;92
92;3;0;92
92;4;0;92
93;1;1;93
93;2;0;93
93;3;0;93
93;4;0;93
94;1;1;94
94;2;0;94
94;3;0;94
94;4;0;94
95;1;1;95
95;2;0;95
95;3;0;95
95;4;0;95
96;1;1;96
96;2;0;96
96;3;0;96
96;4;0;96
97;1;1;97
97;2;0;97
97;3;0;97
97;4;0;97
98;1;1;98
98;2;0;98
98;3;0;98
98;4;0;98
99;1;1;99
99;2;0;99
99;3;0;99
99;4;0;99
100;1;1;100
100;2;0;100
100;3;0;100
100;4;0;100
101;1;1;101
101;2;0;101
101;3;0;101
101;4;0;101
102;1;1;102
102;2;0;102
102;3;0;102
102;4;0;102
103;1;1;103
103;2;0;103
103;3;0;103
103;4;0;103
104;1;1;104
104;2;0;104
104;3;0;104
104;4;0;104
105;1;1;105
105;2;0;105
105;3;0;105
105;4;0;105
106;1;1;106
106;2;0;106
106;3;0;106
106;4;0;106
107;1;1;107
107;2;0;107
107;3;0;107
107;4;0;107
108;1;1;108
108;2;0;108
108;3;0;108
108;4;0;108
109;1;1;109
109;2;0;109
109;3;0;109
109;4;0;109
110;1;1;110
110;2;0;110
110;3;0;110
110;4;0;110
111;1;1;111
111;2;0;111
111;3;0;111
111;4;0;111
112;1;1;112
112;2;0;112
112;3;0;112
112;4;0;112
113;1;1;113
113;2;0;113
113;3;0;113
113;4;0;113
114;1;1;114
114;2;0;114
114;3;0;114
114;4;0;114
115;1;1;115
115;2;0;115
115;3;0;115
115;4;0;115
116;1;1;116
116;2;0;116
116;3;0;116
116;4;0;116
117;1;1;117
117;2;0;117
117;3;0;117
117;4;0;117
118;1;1;118
118;2;0;118
118;3;0;118
118;4;0;118
119;1;1;119
119;2;0;119
119;3;0;119
119;4;0;119
120;1;1;120
120;2;0;120
120;3;0;120
120;4;0;120
121;1;1;121
121;2;0;121
121;3;0;121
121;4;0;121
122;1;1;122
122;2;0;122
122;3;0;122
122;4;0;122
123;1;1;123
123;2;0;123
123;3;0;123
123;4;0;123
124;1;1;124
124;2;0;124
124;3;0;124
124;4;0;124
125;1;1;125
125;2;0;125
125;3;0;125
125;4;0;125
126;1;1;126
126;2;0;126
126;3;0;126
126;4;0;126
127;1;1;127
127;2;0;127
127;3;0;127
127;4;0;127
128;1;1;128
128;2;0;128
128;3;0;128
128;4;0;128
129;1;1;129
129;2;0;129
129;3;0;129
129;4;0;129
130;1;1;130
130;2;0;130
130;3;0;130
130;4;0;130
131;1;1;131
131;2;0;131
131;3;0;131
131;4;0;131
132;1;1;132
132;2;0;132
132;3;0;132
132;4;0;132
133;1;1;133
133;2;0;133
133;3;0;133
133;4;0;133
134;1;1;134
134;2;0;134
134;3;0;134
134;4;0;134
135;1;1;135
135;2;0;135
135;3;0;135
135;4;0;135
136;1;1;136
136;2;0;136
136;3;0;136
136;4;0;136
137;1;1;137
137;2;0;137
137;3;0;137
137;4;0;137
138;1;1;138
138;2;0;138
138;3;0;138
138;4;0;138
139;1;1;139
139;2;0;139
139;3;0;139
139;4;0;139
140;1;1;140
140;2;0;140
140;3;0;140
140;4;0;140
141;1;1;141
141;2;0;141
141;3;0;141
141;4;0;141
142;1;1;142
142;2;0;142
142;3;0;142
142;4;0;142
143;1;1;143
143;2;0;143
143;3;0;143
143;4;0;143
144;1;1;144
144;2;0;144
144;3;0;144
144;4;0;144
145;1;1;145
145;2;0;145
145;3;0;145
145;4;0;145
146;1;1;146
146;2;0;146
146;3;0;146
146;4;0;146
147;1;1;147
147;2;0;147
147;3;0;147
147;4;0;147
148;1;1;148
148;2;0;148
148;3;0;148
148;4;0;148
149;1;1;149
149;2;0;149
149;3;0;149
149;4;0;149
150;1;1;150
150;2;0;150
150;3;0;150
150;4;0;150
151;1;1;151
151;2;0;151
151;3;0;151
151;4;0;151
152;1;1;152
152;2;0;152
152;3;0;152
152;4;0;152
153;1;1;153
153;2;0;153
153;3;0;153
153;4;0;153
154;1;1;154
154;2;0;154
154;3;0;154
154;4;0;154
155;1;1;155
155;2;0;155
155;3;0;155
155;4;0;155
156;1;1;156
156;2;0;156
156;3;0;156
156;4;0;156
157;1;1;157
157;2;0;157
157;3;0;157
157;4;0;157
158;1;1;158
158;2;0;158
158;3;0;158
158;4;0;158
159;1;1;159
159;2;0;159
159;3;0;159
159;4;0;159
160;1;1;160
160;2;0;160
160;3;0;160
160;4;0;160
161;1;1;161
161;2;0;161
161;3;0;161
161;4;0;161
162;1;1;162
162;2;0;162
162;3;0;162
162;4;0;162
163;1;1;163
163;2;0;163
163;3;0;163
163;4;0;163
164;1;1;164
164;2;0;164
164;3;0;164
164;4;0;164
165;1;1;165
165;2;0;165
165;3;0;165
165;4;0;165
166;1;1;166
166;2;0;166
166;3;0;166
166;4;0;166
167;1;1;167
167;2;0;167
167;3;0;167
167;4;0;167
168;1;1;168
168;2;0;168
168;3;0;168
168;4;0;168
169;1;1;169
169;2;0;169
169;3;0;169
169;4;0;169
170;1;1;170
170;2;0;170
170;3;0;170
170;4;0;170
171;1;1;171
171;2;0;171
171;3;0;171
171;4;0;171
172;1;1;172
172;2;0;172
172;3;0;172
172;4;0;172
173;1;1;173
173;2;0;173
173;3;0;173
173;4;0;173
174;1;1;174
174;2;0;174
174;3;0;174
174;4;0;174
175;1;1;175
175;2;0;175
175;3;0;175
175;4;0;175
176;1;1;176
176;2;0;176
176;3;0;176
176;4;0;176
177;1;1;177
177;2;0;177
177;3;0;177
177;4;0;177
178;1;1;178
178;2;0;178
178;3;0;178
178;4;0;178
179;1;1;179
179;2;0;179
179;3;0;179
179;4;0;179
180;1;1;180
180;2;0;180
180;3;0;180
180;4;0;180
181;1;1;181
181;2;0;181
181;3;0;181
181;4;0;181
182;1;1;182
182;2;0;182
182;3;0;182
182;4;0;182
183;1;1;183
183;2;0;183
183;3;0;183
183;4;0;183
184;1;1;184
184;2;0;184
184;3;0;184
184;4;0;184
185;1;1;185
185;2;0;185
185;3;0;185
185;4;0;185
186;1;1;186
186;2;0;186
186;3;0;186
186;4;0;186
187;1;1;187
187;2;0;187
187;3;0;187
187;4;0;187
188;1;1;188
188;2;0;188
188;3;0;188
188;4;0;188
189;1;1;189
189;2;0;189
189;3;0;189
189;4;0;189
190;1;1;190
190;2;0;190
190;3;0;190
190;4;0;190
191;1;1;191
191;2;0;191
191;3;0;191
191;4;0;191
192;1;1;192
192;2;0;192
192;3;0;192
192;4;0;192
193;1;1;193
193;2;0;193
193;3;0;193
193;4;0;193
194;1;1;194
194;2;0;194
194;3;0;194
194;4;0;194
195;1;1;195
195;2;0;195
195;3;0;195
195;4;0;195
196;1;1;196
196;2;0;196
196;3;0;196
196;4;0;196
197;1;1;197
197;2;0;197
197;3;0;197
197;4;0;197
198;1;1;198
198;2;0;198
198;3;0;198
198;4;0;198
199;1;1;199
199;2;0;199
199;3;0;199
199;4;0;199
200;1;1;200
200;2;0;200
200;3;0;200
200;4;0;200
201;1;1;201
201;2;0;201
201;3;0;201
201;4;0;201
202;1;1;202
202;2;0;202
202;3;0;202
202;4;0;202
203;1;1;203
203;2;0;203
203;3;0;203
203;4;0;203
204;1;1;204
204;2;0;204
204;3;0;204
204;4;0;204
205;1;1;205
205;2;0;205
205;3;0;205
205;4;0;205
206;1;1;206
206;2;0;206
206;3;0;206
206;4;0;206
207;1;1;207
207;2;0;207
207;3;0;207
207;4;0;207
208;1;1;208
208;2;0;208
208;3;0;208
208;4;0;208
209;1;1;209
209;2;0;209
209;3;0;209
209;4;0;209
210;1;1;210
210;2;0;210
210;3;0;210
210;4;0;210
211;1;1;211
211;2;0;211
211;3;0;211
211;4;0;211
212;1;1;212
212;2;0;212
212;3;0;212
212;4;0;212
213;1;1;213
213;2;0;213
213;3;0;213
213;4;0;213
214;1;1;214
214;2;0;214
214;3;0;214
214;4;0;214
215;1;1;215
215;2;0;215
215;3;0;215
215;4;0;215
216;1;1;216
216;2;0;216
216;3;0;216
216;4;0;216
217;1;1;217
217;2;0;217
217;3;0;217
217;4;0;217
218;1;1;218
218;2;0;218
218;3;0;218
218;4;0;218
219;1;1;219
219;2;0;219
219;3;0;219
219;4;0;219
220;1;1;220
220;2;0;220
220;3;0;220
220;4;0;220
221;1;1;221
221;2;0;221
221;3;0;221
221;4;0;221
222;1;1;222
222;2;0;222
222;3;0;222
222;4;0;222
223;1;1;223
223;2;0;223
223;3;0;223
223;4;0;223
224;1;1;224
224;2;0;224
224;3;0;224
224;4;0;224
225;1;1;225
225;2;0;225
225;3;0;225
225;4;0;225
226;1;1;226
226;2;0;226
226;3;0;226
226;4;0;226
227;1;1;227
227;2;0;227
227;3;0;227
227;4;0;227
228;1;1;228
228;2;0;228
228;3;0;228
228;4;0;228
229;1;1;229
229;2;0;229
229;3;0;229
229;4;0;229
230;1;1;230
230;2;0;230
230;3;0;230
230;4;0;230
231;1;1;231
231;2;0;231
231;3;0;231
231;4;0;231
232;1;1;232
232;2;0;232
232;3;0;232
232;4;0;232
233;1;1;233
233;2;0;233
233;3;0;233
233;4;0;233
234;1;1;234
234;2;0;234
234;3;0;234
234;4;0;234
235;1;1;235
235;2;0;235
235;3;0;235
235;4;0;235
236;1;1;236
236;2;0;236
236;3;0;236
236;4;0;236
237;1;1;237
237;2;0;237
237;3;0;237
237;4;0;237
238;1;1;238
238;2;0;238
238;3;0;238
238;4;0;238
239;1;1;239
239;2;0;239
239;3;0;239
239;4;0;239
240;1;1;240
240;2;0;240
240;3;0;240
240;4;0;240
241;1;1;241
241;2;0;241
241;3;0;241
241;4;0;241
242;1;1;242
242;2;0;242
242;3;0;242
242;4;0;242
243;1;1;243
243;2;0;243
243;3;0;243
243;4;0;243
244;1;1;244
244;2;0;244
244;3;0;244
244;4;0;244
245;1;1;245
245;2;0;245
245;3;0;245
245;4;0;245
246;1;1;246
246;2;0;246
246;3;0;246
246;4;0;246
247;1;1;247
247;2;0;247
247;3;0;247
247;4;0;247
248;1;1;248
248;2;0;248
248;3;0;248
248;4;0;248
249;1;1;249
249;2;0;249
249;3;0;249
249;4;0;249
250;1;1;250
250;2;0;250
250;3;0;250
250;4;0;250
251;1;0;251
251;2;1;251
251;3;0;251
251;4;0;251
252;1;0;252
252;2;1;252
252;3;0;252
252;4;0;252
253;1;0;253
253;2;1;253
253;3;0;253
253;4;0;253
254;1;0;254
254;2;1;254
254;3;0;254
254;4;0;254
255;1;0;255
255;2;1;255
255;3;0;255
255;4;0;255
256;1;0;256
256;2;1;256
256;3;0;256
256;4;0;256
257;1;0;257
257;2;1;257
257;3;0;257
257;4;0;257
258;1;0;258
258;2;1;258
258;3;0;258
258;4;0;258
259;1;0;259
259;2;1;259
259;3;0;259
259;4;0;259
260;1;0;260
260;2;1;260
260;3;0;260
260;4;0;260
261;1;0;261
261;2;1;261
261;3;0;261
261;4;0;261
262;1;0;262
262;2;1;262
262;3;0;262
262;4;0;262
263;1;0;263
263;2;1;263
263;3;0;263
263;4;0;263
264;1;0;264
264;2;1;264
264;3;0;264
264;4;0;264
265;1;0;265
265;2;1;265
265;3;0;265
265;4;0;265
266;1;0;266
266;2;1;266
266;3;0;266
266;4;0;266
267;1;0;267
267;2;1;267
267;3;0;267
267;4;0;267
268;1;0;268
268;2;1;268
268;3;0;268
268;4;0;268
269;1;0;269
269;2;1;269
269;3;0;269
269;4;0;269
270;1;0;270
270;2;1;270
270;3;0;270
270;4;0;270
271;1;0;271
271;2;1;271
271;3;0;271
271;4;0;271
272;1;0;272
272;2;1;272
272;3;0;272
272;4;0;272
273;1;0;273
273;2;1;273
273;3;0;273
273;4;0;273
274;1;0;274
274;2;1;274
274;3;0;274
274;4;0;274
275;1;0;275
275;2;1;275
275;3;0;275
275;4;0;275
276;1;0;276
276;2;1;276
276;3;0;276
276;4;0;276
277;1;0;277
277;2;1;277
277;3;0;277
277;4;0;277
278;1;0;278
278;2;1;278
278;3;0;278
278;4;0;278
279;1;0;279
279;2;1;279
279;3;0;279
279;4;0;279
280;1;0;280
280;2;1;280
280;3;0;280
280;4;0;280
281;1;0;281
281;2;1;281
281;3;0;281
281;4;0;281
282;1;0;282
282;2;1;282
282;3;0;282
282;4;0;282
283;1;0;283
283;2;1;283
283;3;0;283
283;4;0;283
284;1;0;284
284;2;1;284
284;3;0;284
284;4;0;284
285;1;0;285
285;2;1;285
285;3;0;285
285;4;0;285
286;1;0;286
286;2;1;286
286;3;0;286
286;4;0;286
287;1;0;287
287;2;1;287
287;3;0;287
287;4;0;287
288;1;0;288
288;2;1;288
288;3;0;288
288;4;0;288
289;1;0;289
289;2;1;289
289;3;0;289
289;4;0;289
290;1;0;290
290;2;1;290
290;3;0;290
290;4;0;290
291;1;0;291
291;2;1;291
291;3;0;291
291;4;0;291
292;1;0;292
292;2;1;292
292;3;0;292
292;4;0;292
293;1;0;293
293;2;1;293
293;3;0;293
293;4;0;293
294;1;0;294
294;2;1;294
294;3;0;294
294;4;0;294
295;1;0;295
295;2;1;295
295;3;0;295
295;4;0;295
296;1;0;296
296;2;1;296
296;3;0;296
296;4;0;296
297;1;0;297
297;2;1;297
297;3;0;297
297;4;0;297
298;1;0;298
298;2;1;298
298;3;0;298
298;4;0;298
299;1;0;299
299;2;1;299
299;3;0;299
299;4;0;299
300;1;0;300
300;2;1;300
300;3;0;300
300;4;0;300
301;1;0;301
301;2;1;301
301;3;0;301
301;4;0;301
302;1;0;302
302;2;1;302
302;3;0;302
302;4;0;302
303;1;0;303
303;2;1;303
303;3;0;303
303;4;0;303
304;1;0;304
304;2;1;304
304;3;0;304
304;4;0;304
305;1;0;305
305;2;1;305
305;3;0;305
305;4;0;305
306;1;0;306
306;2;1;306
306;3;0;306
306;4;0;306
307;1;0;307
307;2;1;307
307;3;0;307
307;4;0;307
308;1;0;308
308;2;1;308
308;3;0;308
308;4;0;308
309;1;0;309
309;2;1;309
309;3;0;309
309;4;0;309
310;1;0;310
310;2;1;310
310;3;0;310
310;4;0;310
311;1;0;311
311;2;1;311
311;3;0;311
311;4;0;311
312;1;0;312
312;2;1;312
312;3;0;312
312;4;0;312
313;1;0;313
313;2;1;313
313;3;0;313
313;4;0;313
314;1;0;314
314;2;1;314
314;3;0;314
314;4;0;314
315;1;0;315
315;2;1;315
315;3;0;315
315;4;0;315
316;1;0;316
316;2;1;316
316;3;0;316
316;4;0;316
317;1;0;317
317;2;1;317
317;3;0;317
317;4;0;317
318;1;0;318
318;2;1;318
318;3;0;318
318;4;0;318
319;1;0;319
319;2;1;319
319;3;0;319
319;4;0;319
320;1;0;320
320;2;1;320
320;3;0;320
320;4;0;320
321;1;0;321
321;2;1;321
321;3;0;321
321;4;0;321
322;1;0;322
322;2;1;322
322;3;0;322
322;4;0;322
323;1;0;323
323;2;1;323
323;3;0;323
323;4;0;323
324;1;0;324
324;2;1;324
324;3;0;324
324;4;0;324
325;1;0;325
325;2;1;325
325;3;0;325
325;4;0;325
326;1;0;326
326;2;1;326
326;3;0;326
326;4;0;326
327;1;0;327
327;2;1;327
327;3;0;327
327;4;0;327
328;1;0;328
328;2;1;328
328;3;0;328
328;4;0;328
329;1;0;329
329;2;1;329
329;3;0;329
329;4;0;329
330;1;0;330
330;2;1;330
330;3;0;330
330;4;0;330
331;1;0;331
331;2;1;331
331;3;0;331
331;4;0;331
332;1;0;332
332;2;1;332
332;3;0;332
332;4;0;332
333;1;0;333
333;2;1;333
333;3;0;333
333;4;0;333
334;1;0;334
334;2;1;334
334;3;0;334
334;4;0;334
335;1;0;335
335;2;1;335
335;3;0;335
335;4;0;335
336;1;0;336
336;2;1;336
336;3;0;336
336;4;0;336
337;1;0;337
337;2;1;337
337;3;0;337
337;4;0;337
338;1;0;338
338;2;1;338
338;3;0;338
338;4;0;338
339;1;0;339
339;2;1;339
339;3;0;339
339;4;0;339
340;1;0;340
340;2;1;340
340;3;0;340
340;4;0;340
341;1;0;341
341;2;1;341
341;3;0;341
341;4;0;341
342;1;0;342
342;2;1;342
342;3;0;342
342;4;0;342
343;1;0;343
343;2;1;343
343;3;0;343
343;4;0;343
344;1;0;344
344;2;1;344
344;3;0;344
344;4;0;344
345;1;0;345
345;2;1;345
345;3;0;345
345;4;0;345
346;1;0;346
346;2;1;346
346;3;0;346
346;4;0;346
347;1;0;347
347;2;1;347
347;3;0;347
347;4;0;347
348;1;0;348
348;2;1;348
348;3;0;348
348;4;0;348
349;1;0;349
349;2;1;349
349;3;0;349
349;4;0;349
350;1;0;350
350;2;1;350
350;3;0;350
350;4;0;350
351;1;0;351
351;2;1;351
351;3;0;351
351;4;0;351
352;1;0;352
352;2;1;352
352;3;0;352
352;4;0;352
353;1;0;353
353;2;1;353
353;3;0;353
353;4;0;353
354;1;0;354
354;2;1;354
354;3;0;354
354;4;0;354
355;1;0;355
355;2;1;355
355;3;0;355
355;4;0;355
356;1;0;356
356;2;1;356
356;3;0;356
356;4;0;356
357;1;0;357
357;2;1;357
357;3;0;357
357;4;0;357
358;1;0;358
358;2;1;358
358;3;0;358
358;4;0;358
359;1;0;359
359;2;1;359
359;3;0;359
359;4;0;359
360;1;0;360
360;2;1;360
360;3;0;360
360;4;0;360
361;1;0;361
361;2;1;361
361;3;0;361
361;4;0;361
362;1;0;362
362;2;1;362
362;3;0;362
362;4;0;362
363;1;0;363
363;2;1;363
363;3;0;363
363;4;0;363
364;1;0;364
364;2;1;364
364;3;0;364
364;4;0;364
365;1;0;365
365;2;1;365
365;3;0;365
365;4;0;365
366;1;0;366
366;2;1;366
366;3;0;366
366;4;0;366
367;1;0;367
367;2;1;367
367;3;0;367
367;4;0;367
368;1;0;368
368;2;1;368
368;3;0;368
368;4;0;368
369;1;0;369
369;2;1;369
369;3;0;369
369;4;0;369
370;1;0;370
370;2;1;370
370;3;0;370
370;4;0;370
371;1;0;371
371;2;1;371
371;3;0;371
371;4;0;371
372;1;0;372
372;2;1;372
372;3;0;372
372;4;0;372
373;1;0;373
373;2;1;373
373;3;0;373
373;4;0;373
374;1;0;374
374;2;1;374
374;3;0;374
374;4;0;374
375;1;0;375
375;2;1;375
375;3;0;375
375;4;0;375
376;1;0;376
376;2;1;376
376;3;0;376
376;4;0;376
377;1;0;377
377;2;1;377
377;3;0;377
377;4;0;377
378;1;0;378
378;2;1;378
378;3;0;378
378;4;0;378
379;1;0;379
379;2;1;379
379;3;0;379
379;4;0;379
380;1;0;380
380;2;1;380
380;3;0;380
380;4;0;380
381;1;0;381
381;2;1;381
381;3;0;381
381;4;0;381
382;1;0;382
382;2;1;382
382;3;0;382
382;4;0;382
383;1;0;383
383;2;1;383
383;3;0;383
383;4;0;383
384;1;0;384
384;2;1;384
384;3;0;384
384;4;0;384
385;1;0;385
385;2;1;385
385;3;0;385
385;4;0;385
386;1;0;386
386;2;1;386
386;3;0;386
386;4;0;386
387;1;0;387
387;2;1;387
387;3;0;387
387;4;0;387
388;1;0;388
388;2;1;388
388;3;0;388
388;4;0;388
389;1;0;389
389;2;1;389
389;3;0;389
389;4;0;389
390;1;0;390
390;2;1;390
390;3;0;390
390;4;0;390
391;1;0;391
391;2;1;391
391;3;0;391
391;4;0;391
392;1;0;392
392;2;1;392
392;3;0;392
392;4;0;392
393;1;0;393
393;2;1;393
393;3;0;393
393;4;0;393
394;1;0;394
394;2;1;394
394;3;0;394
394;4;0;394
395;1;0;395
395;2;1;395
395;3;0;395
395;4;0;395
396;1;0;396
396;2;1;396
396;3;0;396
396;4;0;396
397;1;0;397
397;2;1;397
397;3;0;397
397;4;0;397
398;1;0;398
398;2;1;398
398;3;0;398
398;4;0;398
399;1;0;399
399;2;1;399
399;3;0;399
399;4;0;399
400;1;0;400
400;2;1;400
400;3;0;400
400;4;0;400
401;1;0;401
401;2;1;401
401;3;0;401
401;4;0;401
402;1;0;402
402;2;1;402
402;3;0;402
402;4;0;402
403;1;0;403
403;2;1;403
403;3;0;403
403;4;0;403
404;1;0;404
404;2;1;404
404;3;0;404
404;4;0;404
405;1;0;405
405;2;1;405
405;3;0;405
405;4;0;405
406;1;0;406
406;2;1;406
406;3;0;406
406;4;0;406
407;1;0;407
407;2;1;407
407;3;0;407
407;4;0;407
408;1;0;408
408;2;1;408
408;3;0;408
408;4;0;408
409;1;0;409
409;2;1;409
409;3;0;409
409;4;0;409
410;1;0;410
410;2;1;410
410;3;0;410
410;4;0;410
411;1;0;411
411;2;1;411
411;3;0;411
411;4;0;411
412;1;0;412
412;2;1;412
412;3;0;412
412;4;0;412
413;1;0;413
413;2;1;413
413;3;0;413
413;4;0;413
414;1;0;414
414;2;1;414
414;3;0;414
414;4;0;414
415;1;0;415
415;2;1;415
415;3;0;415
415;4;0;415
416;1;0;416
416;2;1;416
416;3;0;416
416;4;0;416
417;1;0;417
417;2;1;417
417;3;0;417
417;4;0;417
418;1;0;418
418;2;1;418
418;3;0;418
418;4;0;418
419;1;0;419
419;2;1;419
419;3;0;419
419;4;0;419
420;1;0;420
420;2;1;420
420;3;0;420
420;4;0;420
421;1;0;421
421;2;1;421
421;3;0;421
421;4;0;421
422;1;0;422
422;2;1;422
422;3;0;422
422;4;0;422
423;1;0;423
423;2;1;423
423;3;0;423
423;4;0;423
424;1;0;424
424;2;1;424
424;3;0;424
424;4;0;424
425;1;0;425
425;2;1;425
425;3;0;425
425;4;0;425
426;1;0;426
426;2;1;426
426;3;0;426
426;4;0;426
427;1;0;427
427;2;1;427
427;3;0;427
427;4;0;427
428;1;0;428
428;2;1;428
428;3;0;428
428;4;0;428
429;1;0;429
429;2;1;429
429;3;0;429
429;4;0;429
430;1;0;430
430;2;1;430
430;3;0;430
430;4;0;430
431;1;0;431
431;2;1;431
431;3;0;431
431;4;0;431
432;1;0;432
432;2;1;432
432;3;0;432
432;4;0;432
433;1;0;433
433;2;1;433
433;3;0;433
433;4;0;433
434;1;0;434
434;2;1;434
434;3;0;434
434;4;0;434
435;1;0;435
435;2;1;435
435;3;0;435
435;4;0;435
436;1;0;436
436;2;1;436
436;3;0;436
436;4;0;436
437;1;0;437
437;2;1;437
437;3;0;437
437;4;0;437
438;1;0;438
438;2;1;438
